"","id","clusters","tune","Freq","number_in_cluster","max_tune","prop","nclust"
"998","A23","C","HLH",0,29,17,0,5
"999","A23","C","HLH",0,29,17,0,5
"1000","A23","C","HLH",0,29,17,0,5
"1001","A23","C","HLH",0,29,17,0,5
"1002","A24","C","HLH",4,34,18,0.222222222222222,4
"1003","A24","C","HLH",4,34,18,0.222222222222222,4
"1004","A24","C","HLH",4,34,18,0.222222222222222,4
"1005","A24","C","HLH",4,34,18,0.222222222222222,4
"1006","A25","C","HLH",12,25,15,0.8,3
"1007","A25","C","HLH",12,25,15,0.8,3
"1008","A25","C","HLH",12,25,15,0.8,3
"1009","A28","C","HLH",0,31,17,0,5
"1010","A28","C","HLH",0,31,17,0,5
"1011","A28","C","HLH",0,31,17,0,5
"1012","A28","C","HLH",0,31,17,0,5
"1013","A28","C","HLH",0,31,17,0,5
"1014","A3","C","HLH",0,19,14,0,6
"1015","A3","C","HLH",0,19,14,0,6
"1016","A3","C","HLH",0,19,14,0,6
"1017","A3","C","HLH",0,19,14,0,6
"1018","A3","C","HLH",0,19,14,0,6
"1019","A3","C","HLH",0,19,14,0,6
"1020","A30","C","HLH",15,29,17,0.882352941176471,5
"1021","A30","C","HLH",15,29,17,0.882352941176471,5
"1022","A30","C","HLH",15,29,17,0.882352941176471,5
"1023","A30","C","HLH",15,29,17,0.882352941176471,5
"1024","A30","C","HLH",15,29,17,0.882352941176471,5
"1025","A6","C","HLH",0,19,13,0,4
"1026","A6","C","HLH",0,19,13,0,4
"1027","A6","C","HLH",0,19,13,0,4
"1028","A6","C","HLH",0,19,13,0,4
"1029","A8","C","HLH",0,31,18,0,4
"1030","A8","C","HLH",0,31,18,0,4
"1031","A8","C","HLH",0,31,18,0,4
"1032","A8","C","HLH",0,31,18,0,4
"1033","A1","D","HLH",0,18,18,0,4
"1034","A1","D","HLH",0,18,18,0,4
"1035","A1","D","HLH",0,18,18,0,4
"1036","A1","D","HLH",0,18,18,0,4
"1037","A13","D","HLH",0,23,17,0,4
"1038","A13","D","HLH",0,23,17,0,4
"1039","A13","D","HLH",0,23,17,0,4
"1040","A13","D","HLH",0,23,17,0,4
"1041","A17","D","HLH",12,17,18,0.666666666666667,5
"1042","A17","D","HLH",12,17,18,0.666666666666667,5
"1043","A17","D","HLH",12,17,18,0.666666666666667,5
"1044","A17","D","HLH",12,17,18,0.666666666666667,5
"1045","A17","D","HLH",12,17,18,0.666666666666667,5
"1046","A19","D","HLH",0,19,18,0,7
"1047","A19","D","HLH",0,19,18,0,7
"1048","A19","D","HLH",0,19,18,0,7
"1049","A19","D","HLH",0,19,18,0,7
"1050","A19","D","HLH",0,19,18,0,7
"1051","A19","D","HLH",0,19,18,0,7
"1052","A19","D","HLH",0,19,18,0,7
"1053","A2","D","HLH",1,6,8,0.125,4
"1054","A2","D","HLH",1,6,8,0.125,4
"1055","A2","D","HLH",1,6,8,0.125,4
"1056","A2","D","HLH",1,6,8,0.125,4
"1057","A20","D","HLH",0,15,18,0,5
"1058","A20","D","HLH",0,15,18,0,5
"1059","A20","D","HLH",0,15,18,0,5
"1060","A20","D","HLH",0,15,18,0,5
"1061","A20","D","HLH",0,15,18,0,5
"1062","A23","D","HLH",0,28,17,0,5
"1063","A23","D","HLH",0,28,17,0,5
"1064","A23","D","HLH",0,28,17,0,5
"1065","A23","D","HLH",0,28,17,0,5
"1066","A23","D","HLH",0,28,17,0,5
"1067","A24","D","HLH",14,31,18,0.777777777777778,4
"1068","A24","D","HLH",14,31,18,0.777777777777778,4
"1069","A24","D","HLH",14,31,18,0.777777777777778,4
"1070","A24","D","HLH",14,31,18,0.777777777777778,4
"1071","A28","D","HLH",0,27,17,0,5
"1072","A28","D","HLH",0,27,17,0,5
"1073","A28","D","HLH",0,27,17,0,5
"1074","A28","D","HLH",0,27,17,0,5
"1075","A28","D","HLH",0,27,17,0,5
"1076","A3","D","HLH",0,19,14,0,6
"1077","A3","D","HLH",0,19,14,0,6
"1078","A3","D","HLH",0,19,14,0,6
"1079","A3","D","HLH",0,19,14,0,6
"1080","A3","D","HLH",0,19,14,0,6
"1081","A3","D","HLH",0,19,14,0,6
"1082","A30","D","HLH",0,29,17,0,5
"1083","A30","D","HLH",0,29,17,0,5
"1084","A30","D","HLH",0,29,17,0,5
"1085","A30","D","HLH",0,29,17,0,5
"1086","A30","D","HLH",0,29,17,0,5
"1087","A6","D","HLH",9,19,13,0.692307692307692,4
"1088","A6","D","HLH",9,19,13,0.692307692307692,4
"1089","A6","D","HLH",9,19,13,0.692307692307692,4
"1090","A6","D","HLH",9,19,13,0.692307692307692,4
"1091","A8","D","HLH",0,23,18,0,4
"1092","A8","D","HLH",0,23,18,0,4
"1093","A8","D","HLH",0,23,18,0,4
"1094","A8","D","HLH",0,23,18,0,4
"1095","A17","E","HLH",0,16,18,0,5
"1096","A17","E","HLH",0,16,18,0,5
"1097","A17","E","HLH",0,16,18,0,5
"1098","A17","E","HLH",0,16,18,0,5
"1099","A17","E","HLH",0,16,18,0,5
"1100","A19","E","HLH",0,18,18,0,7
"1101","A19","E","HLH",0,18,18,0,7
"1102","A19","E","HLH",0,18,18,0,7
"1103","A19","E","HLH",0,18,18,0,7
"1104","A19","E","HLH",0,18,18,0,7
"1105","A19","E","HLH",0,18,18,0,7
"1106","A19","E","HLH",0,18,18,0,7
"1107","A20","E","HLH",0,14,18,0,5
"1108","A20","E","HLH",0,14,18,0,5
"1109","A20","E","HLH",0,14,18,0,5
"1110","A20","E","HLH",0,14,18,0,5
"1111","A20","E","HLH",0,14,18,0,5
"1112","A23","E","HLH",0,18,17,0,5
"1113","A23","E","HLH",0,18,17,0,5
"1114","A23","E","HLH",0,18,17,0,5
"1115","A23","E","HLH",0,18,17,0,5
"1116","A23","E","HLH",0,18,17,0,5
"1117","A28","E","HLH",0,17,17,0,5
"1118","A28","E","HLH",0,17,17,0,5
"1119","A28","E","HLH",0,17,17,0,5
"1120","A28","E","HLH",0,17,17,0,5
"1121","A28","E","HLH",0,17,17,0,5
"1122","A3","E","HLH",0,15,14,0,6
"1123","A3","E","HLH",0,15,14,0,6
"1124","A3","E","HLH",0,15,14,0,6
"1125","A3","E","HLH",0,15,14,0,6
"1126","A3","E","HLH",0,15,14,0,6
"1127","A3","E","HLH",0,15,14,0,6
"1128","A30","E","HLH",2,21,17,0.117647058823529,5
"1129","A30","E","HLH",2,21,17,0.117647058823529,5
"1130","A30","E","HLH",2,21,17,0.117647058823529,5
"1131","A30","E","HLH",2,21,17,0.117647058823529,5
"1132","A30","E","HLH",2,21,17,0.117647058823529,5
"1133","A19","F","HLH",1,17,18,0.0555555555555556,7
"1134","A19","F","HLH",1,17,18,0.0555555555555556,7
"1135","A19","F","HLH",1,17,18,0.0555555555555556,7
"1136","A19","F","HLH",1,17,18,0.0555555555555556,7
"1137","A19","F","HLH",1,17,18,0.0555555555555556,7
"1138","A19","F","HLH",1,17,18,0.0555555555555556,7
"1139","A19","F","HLH",1,17,18,0.0555555555555556,7
"1140","A3","F","HLH",0,13,14,0,6
"1141","A3","F","HLH",0,13,14,0,6
"1142","A3","F","HLH",0,13,14,0,6
"1143","A3","F","HLH",0,13,14,0,6
"1144","A3","F","HLH",0,13,14,0,6
"1145","A3","F","HLH",0,13,14,0,6
"1146","A19","G","HLH",7,10,18,0.388888888888889,7
"1147","A19","G","HLH",7,10,18,0.388888888888889,7
"1148","A19","G","HLH",7,10,18,0.388888888888889,7
"1149","A19","G","HLH",7,10,18,0.388888888888889,7
"1150","A19","G","HLH",7,10,18,0.388888888888889,7
"1151","A19","G","HLH",7,10,18,0.388888888888889,7
"1152","A19","G","HLH",7,10,18,0.388888888888889,7
"1153","A1","A","HLL",0,48,17,0,4
"1154","A1","A","HLL",0,48,17,0,4
"1155","A1","A","HLL",0,48,17,0,4
"1156","A1","A","HLL",0,48,17,0,4
"1157","A10","A","HLL",16,72,16,1,2
"1158","A10","A","HLL",16,72,16,1,2
"1159","A11","A","HLL",0,43,10,0,2
"1160","A11","A","HLL",0,43,10,0,2
"1161","A12","A","HLL",0,47,15,0,3
"1162","A12","A","HLL",0,47,15,0,3
"1163","A12","A","HLL",0,47,15,0,3
"1164","A13","A","HLL",2,57,16,0.125,4
"1165","A13","A","HLL",2,57,16,0.125,4
"1166","A13","A","HLL",2,57,16,0.125,4
"1167","A13","A","HLL",2,57,16,0.125,4
"1168","A14","A","HLL",16,70,16,1,2
"1169","A14","A","HLL",16,70,16,1,2
"1170","A15","A","HLL",16,68,16,1,2
"1171","A15","A","HLL",16,68,16,1,2
"1172","A16","A","HLL",15,80,15,1,2
"1173","A16","A","HLL",15,80,15,1,2
"1174","A17","A","HLL",0,39,12,0,5
"1175","A17","A","HLL",0,39,12,0,5
"1176","A17","A","HLL",0,39,12,0,5
"1177","A17","A","HLL",0,39,12,0,5
"1178","A17","A","HLL",0,39,12,0,5
"1179","A18","A","HLL",0,69,18,0,2
"1180","A18","A","HLL",0,69,18,0,2
"1181","A19","A","HLL",11,27,14,0.785714285714286,7
"1182","A19","A","HLL",11,27,14,0.785714285714286,7
"1183","A19","A","HLL",11,27,14,0.785714285714286,7
"1184","A19","A","HLL",11,27,14,0.785714285714286,7
"1185","A19","A","HLL",11,27,14,0.785714285714286,7
"1186","A19","A","HLL",11,27,14,0.785714285714286,7
"1187","A19","A","HLL",11,27,14,0.785714285714286,7
"1188","A2","A","HLL",2,41,5,0.4,4
"1189","A2","A","HLL",2,41,5,0.4,4
"1190","A2","A","HLL",2,41,5,0.4,4
"1191","A2","A","HLL",2,41,5,0.4,4
"1192","A20","A","HLL",17,35,17,1,5
"1193","A20","A","HLL",17,35,17,1,5
"1194","A20","A","HLL",17,35,17,1,5
"1195","A20","A","HLL",17,35,17,1,5
"1196","A20","A","HLL",17,35,17,1,5
"1197","A21","A","HLL",18,108,18,1,2
"1198","A21","A","HLL",18,108,18,1,2
"1199","A22","A","HLL",0,76,18,0,2
"1200","A22","A","HLL",0,76,18,0,2
"1201","A23","A","HLL",18,35,18,1,5
"1202","A23","A","HLL",18,35,18,1,5
"1203","A23","A","HLL",18,35,18,1,5
"1204","A23","A","HLL",18,35,18,1,5
"1205","A23","A","HLL",18,35,18,1,5
"1206","A24","A","HLL",2,37,17,0.117647058823529,4
"1207","A24","A","HLL",2,37,17,0.117647058823529,4
"1208","A24","A","HLL",2,37,17,0.117647058823529,4
"1209","A24","A","HLL",2,37,17,0.117647058823529,4
"1210","A25","A","HLL",1,55,14,0.0714285714285714,3
"1211","A25","A","HLL",1,55,14,0.0714285714285714,3
"1212","A25","A","HLL",1,55,14,0.0714285714285714,3
"1213","A26","A","HLL",6,80,6,1,2
"1214","A26","A","HLL",6,80,6,1,2
"1215","A27","A","HLL",16,82,16,1,2
"1216","A27","A","HLL",16,82,16,1,2
"1217","A28","A","HLL",0,35,18,0,5
"1218","A28","A","HLL",0,35,18,0,5
"1219","A28","A","HLL",0,35,18,0,5
"1220","A28","A","HLL",0,35,18,0,5
"1221","A28","A","HLL",0,35,18,0,5
"1222","A29","A","HLL",14,79,14,1,2
"1223","A29","A","HLL",14,79,14,1,2
"1224","A3","A","HLL",0,30,11,0,6
"1225","A3","A","HLL",0,30,11,0,6
"1226","A3","A","HLL",0,30,11,0,6
"1227","A3","A","HLL",0,30,11,0,6
"1228","A3","A","HLL",0,30,11,0,6
"1229","A3","A","HLL",0,30,11,0,6
"1230","A30","A","HLL",0,32,15,0,5
"1231","A30","A","HLL",0,32,15,0,5
"1232","A30","A","HLL",0,32,15,0,5
"1233","A30","A","HLL",0,32,15,0,5
"1234","A30","A","HLL",0,32,15,0,5
"1235","A4","A","HLL",15,64,15,1,2
"1236","A4","A","HLL",15,64,15,1,2
"1237","A5","A","HLL",5,66,5,1,2
"1238","A5","A","HLL",5,66,5,1,2
"1239","A6","A","HLL",2,34,12,0.166666666666667,4
"1240","A6","A","HLL",2,34,12,0.166666666666667,4
"1241","A6","A","HLL",2,34,12,0.166666666666667,4
"1242","A6","A","HLL",2,34,12,0.166666666666667,4
"1243","A7","A","HLL",1,65,11,0.0909090909090909,2
"1244","A7","A","HLL",1,65,11,0.0909090909090909,2
"1245","A8","A","HLL",1,43,15,0.0666666666666667,4
"1246","A8","A","HLL",1,43,15,0.0666666666666667,4
"1247","A8","A","HLL",1,43,15,0.0666666666666667,4
"1248","A8","A","HLL",1,43,15,0.0666666666666667,4
"1249","A9","A","HLL",17,80,17,1,2
"1250","A9","A","HLL",17,80,17,1,2
"1251","A1","B","HLL",3,43,17,0.176470588235294,4
"1252","A1","B","HLL",3,43,17,0.176470588235294,4
"1253","A1","B","HLL",3,43,17,0.176470588235294,4
"1254","A1","B","HLL",3,43,17,0.176470588235294,4
"1255","A10","B","HLL",0,53,16,0,2
"1256","A10","B","HLL",0,53,16,0,2
"1257","A11","B","HLL",10,31,10,1,2
"1258","A11","B","HLL",10,31,10,1,2
"1259","A12","B","HLL",15,42,15,1,3
"1260","A12","B","HLL",15,42,15,1,3
"1261","A12","B","HLL",15,42,15,1,3
"1262","A13","B","HLL",14,31,16,0.875,4
"1263","A13","B","HLL",14,31,16,0.875,4
"1264","A13","B","HLL",14,31,16,0.875,4
"1265","A13","B","HLL",14,31,16,0.875,4
"1266","A14","B","HLL",0,63,16,0,2
"1267","A14","B","HLL",0,63,16,0,2
"1268","A15","B","HLL",0,67,16,0,2
"1269","A15","B","HLL",0,67,16,0,2
"1270","A16","B","HLL",0,46,15,0,2
"1271","A16","B","HLL",0,46,15,0,2
"1272","A17","B","HLL",0,31,12,0,5
"1273","A17","B","HLL",0,31,12,0,5
"1274","A17","B","HLL",0,31,12,0,5
"1275","A17","B","HLL",0,31,12,0,5
"1276","A17","B","HLL",0,31,12,0,5
"1277","A18","B","HLL",18,68,18,1,2
"1278","A18","B","HLL",18,68,18,1,2
"1279","A19","B","HLL",0,26,14,0,7
"1280","A19","B","HLL",0,26,14,0,7
"1281","A19","B","HLL",0,26,14,0,7
"1282","A19","B","HLL",0,26,14,0,7
"1283","A19","B","HLL",0,26,14,0,7
"1284","A19","B","HLL",0,26,14,0,7
"1285","A19","B","HLL",0,26,14,0,7
"1286","A2","B","HLL",0,31,5,0,4
"1287","A2","B","HLL",0,31,5,0,4
"1288","A2","B","HLL",0,31,5,0,4
"1289","A2","B","HLL",0,31,5,0,4
"1290","A20","B","HLL",0,34,17,0,5
"1291","A20","B","HLL",0,34,17,0,5
"1292","A20","B","HLL",0,34,17,0,5
"1293","A20","B","HLL",0,34,17,0,5
"1294","A20","B","HLL",0,34,17,0,5
"1295","A21","B","HLL",0,34,18,0,2
"1296","A21","B","HLL",0,34,18,0,2
"1297","A22","B","HLL",18,64,18,1,2
"1298","A22","B","HLL",18,64,18,1,2
"1299","A23","B","HLL",0,32,18,0,5
"1300","A23","B","HLL",0,32,18,0,5
"1301","A23","B","HLL",0,32,18,0,5
"1302","A23","B","HLL",0,32,18,0,5
"1303","A23","B","HLL",0,32,18,0,5
"1304","A24","B","HLL",0,36,17,0,4
"1305","A24","B","HLL",0,36,17,0,4
"1306","A24","B","HLL",0,36,17,0,4
"1307","A24","B","HLL",0,36,17,0,4
"1308","A25","B","HLL",0,52,14,0,3
"1309","A25","B","HLL",0,52,14,0,3
"1310","A25","B","HLL",0,52,14,0,3
"1311","A26","B","HLL",0,35,6,0,2
"1312","A26","B","HLL",0,35,6,0,2
"1313","A27","B","HLL",0,46,16,0,2
"1314","A27","B","HLL",0,46,16,0,2
"1315","A28","B","HLL",18,32,18,1,5
"1316","A28","B","HLL",18,32,18,1,5
"1317","A28","B","HLL",18,32,18,1,5
"1318","A28","B","HLL",18,32,18,1,5
"1319","A28","B","HLL",18,32,18,1,5
"1320","A29","B","HLL",0,54,14,0,2
"1321","A29","B","HLL",0,54,14,0,2
"1322","A3","B","HLL",11,25,11,1,6
"1323","A3","B","HLL",11,25,11,1,6
"1324","A3","B","HLL",11,25,11,1,6
"1325","A3","B","HLL",11,25,11,1,6
"1326","A3","B","HLL",11,25,11,1,6
"1327","A3","B","HLL",11,25,11,1,6
"1328","A30","B","HLL",0,29,15,0,5
"1329","A30","B","HLL",0,29,15,0,5
"1330","A30","B","HLL",0,29,15,0,5
"1331","A30","B","HLL",0,29,15,0,5
"1332","A30","B","HLL",0,29,15,0,5
"1333","A4","B","HLL",0,55,15,0,2
"1334","A4","B","HLL",0,55,15,0,2
"1335","A5","B","HLL",0,42,5,0,2
"1336","A5","B","HLL",0,42,5,0,2
"1337","A6","B","HLL",0,34,12,0,4
"1338","A6","B","HLL",0,34,12,0,4
"1339","A6","B","HLL",0,34,12,0,4
"1340","A6","B","HLL",0,34,12,0,4
"1341","A7","B","HLL",10,42,11,0.909090909090909,2
"1342","A7","B","HLL",10,42,11,0.909090909090909,2
"1343","A8","B","HLL",14,32,15,0.933333333333333,4
"1344","A8","B","HLL",14,32,15,0.933333333333333,4
"1345","A8","B","HLL",14,32,15,0.933333333333333,4
"1346","A8","B","HLL",14,32,15,0.933333333333333,4
"1347","A9","B","HLL",0,49,17,0,2
"1348","A9","B","HLL",0,49,17,0,2
"1349","A1","C","HLL",14,30,17,0.823529411764706,4
"1350","A1","C","HLL",14,30,17,0.823529411764706,4
"1351","A1","C","HLL",14,30,17,0.823529411764706,4
"1352","A1","C","HLL",14,30,17,0.823529411764706,4
"1353","A12","C","HLL",0,34,15,0,3
"1354","A12","C","HLL",0,34,15,0,3
"1355","A12","C","HLL",0,34,15,0,3
"1356","A13","C","HLL",0,26,16,0,4
"1357","A13","C","HLL",0,26,16,0,4
"1358","A13","C","HLL",0,26,16,0,4
"1359","A13","C","HLL",0,26,16,0,4
"1360","A17","C","HLL",7,30,12,0.583333333333333,5
"1361","A17","C","HLL",7,30,12,0.583333333333333,5
"1362","A17","C","HLL",7,30,12,0.583333333333333,5
"1363","A17","C","HLL",7,30,12,0.583333333333333,5
"1364","A17","C","HLL",7,30,12,0.583333333333333,5
"1365","A19","C","HLL",0,19,14,0,7
"1366","A19","C","HLL",0,19,14,0,7
"1367","A19","C","HLL",0,19,14,0,7
"1368","A19","C","HLL",0,19,14,0,7
"1369","A19","C","HLL",0,19,14,0,7
"1370","A19","C","HLL",0,19,14,0,7
"1371","A19","C","HLL",0,19,14,0,7
"1372","A2","C","HLL",0,21,5,0,4
"1373","A2","C","HLL",0,21,5,0,4
"1374","A2","C","HLL",0,21,5,0,4
"1375","A2","C","HLL",0,21,5,0,4
"1376","A20","C","HLL",0,31,17,0,5
"1377","A20","C","HLL",0,31,17,0,5
"1378","A20","C","HLL",0,31,17,0,5
"1379","A20","C","HLL",0,31,17,0,5
"1380","A20","C","HLL",0,31,17,0,5
"1381","A23","C","HLL",0,29,18,0,5
"1382","A23","C","HLL",0,29,18,0,5
"1383","A23","C","HLL",0,29,18,0,5
"1384","A23","C","HLL",0,29,18,0,5
"1385","A23","C","HLL",0,29,18,0,5
"1386","A24","C","HLL",1,34,17,0.0588235294117647,4
"1387","A24","C","HLL",1,34,17,0.0588235294117647,4
"1388","A24","C","HLL",1,34,17,0.0588235294117647,4
"1389","A24","C","HLL",1,34,17,0.0588235294117647,4
"1390","A25","C","HLL",13,25,14,0.928571428571429,3
"1391","A25","C","HLL",13,25,14,0.928571428571429,3
"1392","A25","C","HLL",13,25,14,0.928571428571429,3
"1393","A28","C","HLL",0,31,18,0,5
"1394","A28","C","HLL",0,31,18,0,5
"1395","A28","C","HLL",0,31,18,0,5
"1396","A28","C","HLL",0,31,18,0,5
"1397","A28","C","HLL",0,31,18,0,5
"1398","A3","C","HLL",0,19,11,0,6
"1399","A3","C","HLL",0,19,11,0,6
"1400","A3","C","HLL",0,19,11,0,6
"1401","A3","C","HLL",0,19,11,0,6
"1402","A3","C","HLL",0,19,11,0,6
"1403","A3","C","HLL",0,19,11,0,6
"1404","A30","C","HLL",14,29,15,0.933333333333333,5
"1405","A30","C","HLL",14,29,15,0.933333333333333,5
"1406","A30","C","HLL",14,29,15,0.933333333333333,5
"1407","A30","C","HLL",14,29,15,0.933333333333333,5
"1408","A30","C","HLL",14,29,15,0.933333333333333,5
"1409","A6","C","HLL",0,19,12,0,4
"1410","A6","C","HLL",0,19,12,0,4
"1411","A6","C","HLL",0,19,12,0,4
"1412","A6","C","HLL",0,19,12,0,4
"1413","A8","C","HLL",0,31,15,0,4
"1414","A8","C","HLL",0,31,15,0,4
"1415","A8","C","HLL",0,31,15,0,4
"1416","A8","C","HLL",0,31,15,0,4
"1417","A1","D","HLL",0,18,17,0,4
"1418","A1","D","HLL",0,18,17,0,4
"1419","A1","D","HLL",0,18,17,0,4
"1420","A1","D","HLL",0,18,17,0,4
"1421","A13","D","HLL",0,23,16,0,4
"1422","A13","D","HLL",0,23,16,0,4
"1423","A13","D","HLL",0,23,16,0,4
"1424","A13","D","HLL",0,23,16,0,4
"1425","A17","D","HLL",5,17,12,0.416666666666667,5
"1426","A17","D","HLL",5,17,12,0.416666666666667,5
"1427","A17","D","HLL",5,17,12,0.416666666666667,5
"1428","A17","D","HLL",5,17,12,0.416666666666667,5
"1429","A17","D","HLL",5,17,12,0.416666666666667,5
"1430","A19","D","HLL",0,19,14,0,7
"1431","A19","D","HLL",0,19,14,0,7
"1432","A19","D","HLL",0,19,14,0,7
"1433","A19","D","HLL",0,19,14,0,7
"1434","A19","D","HLL",0,19,14,0,7
"1435","A19","D","HLL",0,19,14,0,7
"1436","A19","D","HLL",0,19,14,0,7
"1437","A2","D","HLL",3,6,5,0.6,4
"1438","A2","D","HLL",3,6,5,0.6,4
"1439","A2","D","HLL",3,6,5,0.6,4
"1440","A2","D","HLL",3,6,5,0.6,4
"1441","A20","D","HLL",0,15,17,0,5
"1442","A20","D","HLL",0,15,17,0,5
"1443","A20","D","HLL",0,15,17,0,5
"1444","A20","D","HLL",0,15,17,0,5
"1445","A20","D","HLL",0,15,17,0,5
"1446","A23","D","HLL",0,28,18,0,5
"1447","A23","D","HLL",0,28,18,0,5
"1448","A23","D","HLL",0,28,18,0,5
"1449","A23","D","HLL",0,28,18,0,5
"1450","A23","D","HLL",0,28,18,0,5
"1451","A24","D","HLL",14,31,17,0.823529411764706,4
"1452","A24","D","HLL",14,31,17,0.823529411764706,4
"1453","A24","D","HLL",14,31,17,0.823529411764706,4
"1454","A24","D","HLL",14,31,17,0.823529411764706,4
"1455","A28","D","HLL",0,27,18,0,5
"1456","A28","D","HLL",0,27,18,0,5
"1457","A28","D","HLL",0,27,18,0,5
"1458","A28","D","HLL",0,27,18,0,5
"1459","A28","D","HLL",0,27,18,0,5
"1460","A3","D","HLL",0,19,11,0,6
"1461","A3","D","HLL",0,19,11,0,6
"1462","A3","D","HLL",0,19,11,0,6
"1463","A3","D","HLL",0,19,11,0,6
"1464","A3","D","HLL",0,19,11,0,6
"1465","A3","D","HLL",0,19,11,0,6
"1466","A30","D","HLL",0,29,15,0,5
"1467","A30","D","HLL",0,29,15,0,5
"1468","A30","D","HLL",0,29,15,0,5
"1469","A30","D","HLL",0,29,15,0,5
"1470","A30","D","HLL",0,29,15,0,5
"1471","A6","D","HLL",10,19,12,0.833333333333333,4
"1472","A6","D","HLL",10,19,12,0.833333333333333,4
"1473","A6","D","HLL",10,19,12,0.833333333333333,4
"1474","A6","D","HLL",10,19,12,0.833333333333333,4
"1475","A8","D","HLL",0,23,15,0,4
"1476","A8","D","HLL",0,23,15,0,4
"1477","A8","D","HLL",0,23,15,0,4
"1478","A8","D","HLL",0,23,15,0,4
"1479","A17","E","HLL",0,16,12,0,5
"1480","A17","E","HLL",0,16,12,0,5
"1481","A17","E","HLL",0,16,12,0,5
"1482","A17","E","HLL",0,16,12,0,5
"1483","A17","E","HLL",0,16,12,0,5
"1484","A19","E","HLL",0,18,14,0,7
"1485","A19","E","HLL",0,18,14,0,7
"1486","A19","E","HLL",0,18,14,0,7
"1487","A19","E","HLL",0,18,14,0,7
"1488","A19","E","HLL",0,18,14,0,7
"1489","A19","E","HLL",0,18,14,0,7
"1490","A19","E","HLL",0,18,14,0,7
"1491","A20","E","HLL",0,14,17,0,5
"1492","A20","E","HLL",0,14,17,0,5
"1493","A20","E","HLL",0,14,17,0,5
"1494","A20","E","HLL",0,14,17,0,5
"1495","A20","E","HLL",0,14,17,0,5
"1496","A23","E","HLL",0,18,18,0,5
"1497","A23","E","HLL",0,18,18,0,5
"1498","A23","E","HLL",0,18,18,0,5
"1499","A23","E","HLL",0,18,18,0,5
"1500","A23","E","HLL",0,18,18,0,5
"1501","A28","E","HLL",0,17,18,0,5
"1502","A28","E","HLL",0,17,18,0,5
"1503","A28","E","HLL",0,17,18,0,5
"1504","A28","E","HLL",0,17,18,0,5
"1505","A28","E","HLL",0,17,18,0,5
"1506","A3","E","HLL",0,15,11,0,6
"1507","A3","E","HLL",0,15,11,0,6
"1508","A3","E","HLL",0,15,11,0,6
"1509","A3","E","HLL",0,15,11,0,6
"1510","A3","E","HLL",0,15,11,0,6
"1511","A3","E","HLL",0,15,11,0,6
"1512","A30","E","HLL",1,21,15,0.0666666666666667,5
"1513","A30","E","HLL",1,21,15,0.0666666666666667,5
"1514","A30","E","HLL",1,21,15,0.0666666666666667,5
"1515","A30","E","HLL",1,21,15,0.0666666666666667,5
"1516","A30","E","HLL",1,21,15,0.0666666666666667,5
"1517","A19","F","HLL",0,17,14,0,7
"1518","A19","F","HLL",0,17,14,0,7
"1519","A19","F","HLL",0,17,14,0,7
"1520","A19","F","HLL",0,17,14,0,7
"1521","A19","F","HLL",0,17,14,0,7
"1522","A19","F","HLL",0,17,14,0,7
"1523","A19","F","HLL",0,17,14,0,7
"1524","A3","F","HLL",0,13,11,0,6
"1525","A3","F","HLL",0,13,11,0,6
"1526","A3","F","HLL",0,13,11,0,6
"1527","A3","F","HLL",0,13,11,0,6
"1528","A3","F","HLL",0,13,11,0,6
"1529","A3","F","HLL",0,13,11,0,6
"1530","A19","G","HLL",3,10,14,0.214285714285714,7
"1531","A19","G","HLL",3,10,14,0.214285714285714,7
"1532","A19","G","HLL",3,10,14,0.214285714285714,7
"1533","A19","G","HLL",3,10,14,0.214285714285714,7
"1534","A19","G","HLL",3,10,14,0.214285714285714,7
"1535","A19","G","HLL",3,10,14,0.214285714285714,7
"1536","A19","G","HLL",3,10,14,0.214285714285714,7
"1537","A1","A","LHH",12,48,17,0.705882352941177,4
"1538","A1","A","LHH",12,48,17,0.705882352941177,4
"1539","A1","A","LHH",12,48,17,0.705882352941177,4
"1540","A1","A","LHH",12,48,17,0.705882352941177,4
"1541","A10","A","LHH",0,72,17,0,2
"1542","A10","A","LHH",0,72,17,0,2
"1543","A11","A","LHH",13,43,13,1,2
"1544","A11","A","LHH",13,43,13,1,2
"1545","A12","A","LHH",14,47,17,0.823529411764706,3
"1546","A12","A","LHH",14,47,17,0.823529411764706,3
"1547","A12","A","LHH",14,47,17,0.823529411764706,3
"1548","A13","A","LHH",4,57,18,0.222222222222222,4
"1549","A13","A","LHH",4,57,18,0.222222222222222,4
"1550","A13","A","LHH",4,57,18,0.222222222222222,4
"1551","A13","A","LHH",4,57,18,0.222222222222222,4
"1552","A14","A","LHH",1,70,17,0.0588235294117647,2
"1553","A14","A","LHH",1,70,17,0.0588235294117647,2
"1554","A15","A","LHH",1,68,18,0.0555555555555556,2
"1555","A15","A","LHH",1,68,18,0.0555555555555556,2
"1556","A16","A","LHH",1,80,13,0.0769230769230769,2
"1557","A16","A","LHH",1,80,13,0.0769230769230769,2
"1558","A17","A","LHH",5,39,15,0.333333333333333,5
"1559","A17","A","LHH",5,39,15,0.333333333333333,5
"1560","A17","A","LHH",5,39,15,0.333333333333333,5
"1561","A17","A","LHH",5,39,15,0.333333333333333,5
"1562","A17","A","LHH",5,39,15,0.333333333333333,5
"1563","A18","A","LHH",14,69,17,0.823529411764706,2
